address,beds,baths,area,price,zestimate,best_deal,price per sq ft,detailUrl
"10716 S Watery Way, South Jordan, UT 84009",6,7.0,7074,"$2,100,000",1963000,137000,296.86174724342663,https://www.zillow.com/homedetails/10716-S-Watery-Way-South-Jordan-UT-84009/305067239_zpid/
"10-7900 S, Fruitland, UT 84027",2,2.0,600,"$139,000",0,139000,231.66666666666666,https://www.zillow.com/homedetails/10-7900-S-Fruitland-UT-84027/2061011413_zpid/
"925 E 1180 S, Provo, UT 84606",3,2.0,1600,"$145,000",0,145000,90.625,https://www.zillow.com/homedetails/925-E-1180-S-Provo-UT-84606/2066810301_zpid/
"5132 S Autumn Wood Ln, Taylorsville, UT 84129",7,6.0,4274,"$875,000",728600,146400,204.72625175479644,https://www.zillow.com/homedetails/5132-S-Autumn-Wood-Ln-Taylorsville-UT-84129/145606252_zpid/
"110 S 200 E #E, Cleveland, UT 84518",3,1.0,1504,"$149,000",0,149000,99.06914893617021,https://www.zillow.com/homedetails/110-S-200-E-E-Cleveland-UT-84518/2061582809_zpid/
"410 N 200 E, Price, UT 84501",3,1.0,1096,"$260,000",109700,150300,237.22627737226279,https://www.zillow.com/homedetails/410-N-200-E-Price-UT-84501/108146826_zpid/
"11223 S Crescent Glen Cir, Sandy, UT 84070",3,2.0,1150,"$159,900",0,159900,139.04347826086956,https://www.zillow.com/homedetails/11223-S-Crescent-Glen-Cir-Sandy-UT-84070/2069437288_zpid/
"18493 W Jackson St, Cedar Valley, UT 84013",,,1,"$160,000",0,160000,160000.0,https://www.zillow.com/homedetails/18493-W-Jackson-St-Cedar-Valley-UT-84013/2061016780_zpid/
"1554 Splendor Valley Rd, Kamas, UT 84036",,0.0,1,"$165,000",0,165000,165000.0,https://www.zillow.com/homedetails/1554-Splendor-Valley-Rd-Kamas-UT-84036/2062671503_zpid/
"340 N 400 E, Bountiful, UT 84010",4,3.0,1962,"$559,000",389800,169200,284.9133537206932,https://www.zillow.com/homedetails/340-N-400-E-Bountiful-UT-84010/12667851_zpid/
"1209 W Meadow Stream Rd #67, West Valley City, UT 84119",4,2.0,1300,"$170,000",0,170000,130.76923076923077,https://www.zillow.com/homedetails/1209-W-Meadow-Stream-Rd-67-West-Valley-City-UT-84119/2061268945_zpid/
"58 E 2650 N, Lehi, UT 84043",7,5.0,9360,"$2,690,000",2510400,179600,287.3931623931624,https://www.zillow.com/homedetails/58-E-2650-N-Lehi-UT-84043/250510318_zpid/
"3817 Sherwood Dr, Provo, UT 84604",4,6.0,6886,"$4,200,000",4014100,185900,609.9331977926228,https://www.zillow.com/homedetails/3817-Sherwood-Dr-Provo-UT-84604/11947134_zpid/
"1025 N 300 W UNIT 8, Springville, UT 84663",4,2.0,1830,"$190,000",0,190000,103.82513661202186,https://www.zillow.com/homedetails/1025-N-300-W-UNIT-8-Springville-UT-84663/2071419472_zpid/
"556 E 700 S, Salt Lake City, UT 84102",5,3.0,2870,"$699,900",507200,192700,243.86759581881532,https://www.zillow.com/homedetails/556-E-700-S-Salt-Lake-City-UT-84102/12756922_zpid/
"694 W Cephus Rd, Draper, UT 84020",11,10.0,15846,"$3,850,000",3650896,199104,242.96352391770793,https://www.zillow.com/homedetails/694-W-Cephus-Rd-Draper-UT-84020/12906841_zpid/
"5573 Washoe Cv, West Jordan, UT 84081",3,3.0,1335,"$390,000",180700,209300,292.13483146067415,https://www.zillow.com/homedetails/5573-Washoe-Cv-West-Jordan-UT-84081/2123547071_zpid/
"9000 W Wattis Rd, Price, UT 84501",,,1,"$220,000",0,220000,220000.0,https://www.zillow.com/homedetails/9000-W-Wattis-Rd-Price-UT-84501/2077677119_zpid/
"1854 E Chimney Stone Ct, Draper, UT 84020",5,4.0,3471,"$895,500",675000,220500,257.99481417458946,https://www.zillow.com/homedetails/1854-E-Chimney-Stone-Ct-Draper-UT-84020/117649918_zpid/
"3017 S Adams Ave E, Ogden, UT 84401",2,1.0,679,"$229,900",0,229900,338.5861561119293,https://www.zillow.com/homedetails/3017-S-Adams-Ave-E-Ogden-UT-84401/2063143646_zpid/
"1940 Prospector Ave #207, Park City, UT 84060",0,1.0,250,"$239,000",0,239000,956.0,https://www.zillow.com/homedetails/1940-Prospector-Ave-207-Park-City-UT-84060/68850980_zpid/
"2977 S Grant Ave, Ogden, UT 84401",3,1.0,1100,"$243,300",0,243300,221.1818181818182,https://www.zillow.com/homedetails/2977-S-Grant-Ave-Ogden-UT-84401/2061431968_zpid/
"151 Spring City, Spring City, UT 84662",2,1.0,640,"$265,000",0,265000,414.0625,https://www.zillow.com/homedetails/151-Spring-City-Spring-City-UT-84662/2061441448_zpid/
"5663 S Blue Lune Ln, Holladay, UT 84121",6,8.0,8534,"$4,900,000",4611302,288698,574.1738926646356,https://www.zillow.com/homedetails/5663-S-Blue-Lune-Ln-Holladay-UT-84121/337859440_zpid/
"6073 S 2300 E, Holladay, UT 84121",5,5.0,7315,"$3,900,000",3605800,294200,533.1510594668489,https://www.zillow.com/homedetails/6073-S-2300-E-Holladay-UT-84121/12863126_zpid/
"2419 S Monroe Blvd E, Ogden, UT 84401",3,2.0,1442,"$295,000",0,295000,204.57697642163663,https://www.zillow.com/homedetails/2419-S-Monroe-Blvd-E-Ogden-UT-84401/2072772868_zpid/
"1621 E Box Elder Cir, Alpine, UT 84004",7,9.0,11261,"$3,990,000",3692850,297150,354.32022022910934,https://www.zillow.com/homedetails/1621-E-Box-Elder-Cir-Alpine-UT-84004/190430135_zpid/
"665 N Homestead Blvd, Price, UT 84501",4,1.0,1460,"$300,000",0,300000,205.4794520547945,https://www.zillow.com/homedetails/665-N-Homestead-Blvd-Price-UT-84501/2071377207_zpid/
"6730 Silver Lake Dr, Park City, UT 84060",6,8.0,8730,"$11,500,000",11191964,308036,1317.2966781214204,https://www.zillow.com/homedetails/6730-Silver-Lake-Dr-Park-City-UT-84060/68850846_zpid/
"3898 E Thousand Oaks Cir, Salt Lake City, UT 84124",5,6.0,10210,"$4,995,000",4683900,311100,489.2262487757101,https://www.zillow.com/homedetails/3898-E-Thousand-Oaks-Cir-Salt-Lake-City-UT-84124/12849512_zpid/
"637 E 350 N, Provo, UT 84606",2,1.0,912,"$324,900",0,324900,356.25,https://www.zillow.com/homedetails/637-E-350-N-Provo-UT-84606/2073152634_zpid/
"875 S Depot St #A-227, Clearfield, UT 84015",2,2.0,963,"$325,000",0,325000,337.4870197300104,https://www.zillow.com/homedetails/875-S-Depot-St-A-227-Clearfield-UT-84015/2071688082_zpid/
"3998 S Vernon Cir APT D-E, Salt Lake City, UT 84124",2,1.0,898,"$330,000",0,330000,367.48329621380844,https://www.zillow.com/homedetails/3998-S-Vernon-Cir-APT-D-E-Salt-Lake-City-UT-84124/2061010851_zpid/
"3402 Kenna Ln UNIT 4, Ogden, UT 84401",3,3.0,1478,"$340,000",0,340000,230.04059539918808,https://www.zillow.com/homedetails/3402-Kenna-Ln-UNIT-4-Ogden-UT-84401/2067171550_zpid/
"1554 Westlane Ct, Provo, UT 84601",3,3.0,1664,"$345,000",0,345000,207.33173076923077,https://www.zillow.com/homedetails/1554-Westlane-Ct-Provo-UT-84601/2071357531_zpid/
"416 N Northshore Dr #1657, Lehi, UT 84043",3,2.0,1311,"$364,990",0,364990,278.40579710144925,https://www.zillow.com/homedetails/416-N-Northshore-Dr-1657-Lehi-UT-84043/2061172825_zpid/
"11995 E Fairview Dr UNIT A18, Fairview, UT 84629",3,1.0,1008,"$365,000",0,365000,362.1031746031746,https://www.zillow.com/homedetails/11995-E-Fairview-Dr-UNIT-A18-Fairview-UT-84629/2071659902_zpid/
"1111 Yard Row #1306, Saratoga Springs, UT 84045",3,3.0,1508,"$369,990",0,369990,245.35145888594164,https://www.zillow.com/homedetails/1111-Yard-Row-1306-Saratoga-Springs-UT-84045/2061145534_zpid/
"144 S 200th St W, American Fork, UT 84003",3,2.0,1515,"$370,000",0,370000,244.22442244224422,https://www.zillow.com/homedetails/144-S-200th-St-W-American-Fork-UT-84003/2067150076_zpid/
"5720 S Wasatch Blvd, Holladay, UT 84121",4,3.0,2963,"$1,448,888",1077400,371488,488.99358758015524,https://www.zillow.com/homedetails/5720-S-Wasatch-Blvd-Holladay-UT-84121/251207050_zpid/
"1460 S Hoytsville Rd, Coalville, UT 84017",3,2.0,1817,"$949,000",575600,373400,522.2894881673087,https://www.zillow.com/homedetails/1460-S-Hoytsville-Rd-Coalville-UT-84017/68841385_zpid/
"95 Silver Dr, Vineyard, UT 84059",3,2.0,1272,"$374,900",0,374900,294.7327044025157,https://www.zillow.com/homedetails/95-Silver-Dr-Vineyard-UT-84059/2063077411_zpid/
"46 E Center St, Fairview, UT 84629",5,3.0,2856,"$375,900",0,375900,131.61764705882354,https://www.zillow.com/homedetails/46-E-Center-St-Fairview-UT-84629/2062213190_zpid/
"7260 N Silver Spring Way #2815, Eagle Mountain, UT 84005",3,3.0,2113,"$376,731",0,376731,178.29200189304308,https://www.zillow.com/homedetails/7260-N-Silver-Spring-Way-2815-Eagle-Mountain-UT-84005/2061096483_zpid/
"3115 Norwich Dr, West Jordan, UT 84088",2,2.0,1411,"$379,900",0,379900,269.2416725726435,https://www.zillow.com/homedetails/3115-Norwich-Dr-West-Jordan-UT-84088/2061145535_zpid/
"89 N Voyager Ln, Saratoga Springs, UT 84045",3,2.0,1399,"$380,000",0,380000,271.62258756254465,https://www.zillow.com/homedetails/89-N-Voyager-Ln-Saratoga-Springs-UT-84045/2061089209_zpid/
"633 E Upland Dr S, Tooele, UT 84074",3,1.0,2431,"$380,000",0,380000,156.3142739613328,https://www.zillow.com/homedetails/633-E-Upland-Dr-S-Tooele-UT-84074/2061011014_zpid/
"87 N 300th St W, Lehi, UT 84043",3,1.0,2223,"$380,000",0,380000,170.94017094017093,https://www.zillow.com/homedetails/87-N-300th-St-W-Lehi-UT-84043/2067134296_zpid/
"Boston Plan, Urban Collection at Arrowhead Park",2,3.0,1260,"$380,950+",0,380950,302.3412698412698,https://www.zillow.com/community/urban-collection-at-arrowhead-park/2077359046_zpid/
"1069 W Wenco Dr S, Salt Lake City, UT 84104",4,2.0,1430,"$385,000",0,385000,269.2307692307692,https://www.zillow.com/homedetails/1069-W-Wenco-Dr-S-Salt-Lake-City-UT-84104/2072769419_zpid/
"810 Brubaker Way, Santaquin, UT 84655",3,3.0,2274,"$389,990",0,389990,171.4995602462621,https://www.zillow.com/homedetails/810-Brubaker-Way-Santaquin-UT-84655/2061050369_zpid/
"14958 S Soft Whisper Way, Herriman, UT 84096",3,2.0,1966,"$395,000",0,395000,200.91556459816888,https://www.zillow.com/homedetails/14958-S-Soft-Whisper-Way-Herriman-UT-84096/2061785560_zpid/
"3757 S Cardiff Way E #2, Bountiful, UT 84010",3,3.0,2097,"$395,000",0,395000,188.3643299952313,https://www.zillow.com/homedetails/3757-S-Cardiff-Way-E-2-Bountiful-UT-84010/2061092570_zpid/
"267 Country Clb, Tooele, UT 84074",4,2.0,2338,"$399,000",0,399000,170.65868263473052,https://www.zillow.com/homedetails/267-Country-Clb-Tooele-UT-84074/2062239347_zpid/
"609 N Seagull Dr E, Tooele, UT 84074",4,2.0,2082,"$399,500",0,399500,191.88280499519692,https://www.zillow.com/homedetails/609-N-Seagull-Dr-E-Tooele-UT-84074/2061442891_zpid/
"1813 S 250 W, Clearfield, UT 84015",3,2.0,1685,"$399,900",0,399900,237.32937685459942,https://www.zillow.com/homedetails/1813-S-250-W-Clearfield-UT-84015/12702221_zpid/
"759 Grove Creek Dr, Pleasant Grove, UT 84062",3,3.0,1571,"$399,900",0,399900,254.55124124761298,https://www.zillow.com/homedetails/759-Grove-Creek-Dr-Pleasant-Grove-UT-84062/2061019571_zpid/
"3734 W Pure Nirvana Ln, Herriman, UT 84096",3,2.0,2093,"$400,000",0,400000,191.11323459149546,https://www.zillow.com/homedetails/3734-W-Pure-Nirvana-Ln-Herriman-UT-84096/2062308505_zpid/
"6785 N 2200 W APT A205, Park City, UT 84098",1,2.0,715,"$410,000",0,410000,573.4265734265734,https://www.zillow.com/homedetails/6785-N-2200-W-APT-A205-Park-City-UT-84098/2072773740_zpid/
"6774 Bottlebrush Ln, West Jordan, UT 84081",4,3.0,1890,"$413,900",0,413900,218.994708994709,https://www.zillow.com/homedetails/6774-Bottlebrush-Ln-West-Jordan-UT-84081/2064106690_zpid/
"645 E 900th St N #17, Lehi, UT 84043",,,1,"$415,000",0,415000,415000.0,https://www.zillow.com/homedetails/645-E-900th-St-N-17-Lehi-UT-84043/2061010234_zpid/
"3938 W Davencourt Loop N, Lehi, UT 84043",3,4.0,2057,"$415,000",0,415000,201.7501215362178,https://www.zillow.com/homedetails/3938-W-Davencourt-Loop-N-Lehi-UT-84043/2072292447_zpid/
"1296 Cherry Ln #142, Payson, UT 84651",3,3.0,1475,"$424,990",0,424990,288.12881355932205,https://www.zillow.com/homedetails/1296-Cherry-Ln-142-Payson-UT-84651/2061011319_zpid/
"10219 E Moose Loop Rd, Salt Lake City, UT 84121",1,1.0,680,"$429,000",0,429000,630.8823529411765,https://www.zillow.com/homedetails/10219-E-Moose-Loop-Rd-Salt-Lake-City-UT-84121/2061789826_zpid/
"4504 S Holladay Cir, Salt Lake City, UT 84117",3,1.0,1249,"$434,900",0,434900,348.19855884707766,https://www.zillow.com/homedetails/4504-S-Holladay-Cir-Salt-Lake-City-UT-84117/12853743_zpid/
"3271 E Deer Hollow Dr, Sandy, UT 84092",5,11.0,12931,"$7,480,000",7043400,436600,578.454875879669,https://www.zillow.com/homedetails/3271-E-Deer-Hollow-Dr-Sandy-UT-84092/12919850_zpid/
"65 W Walton Ln, Centerville, UT 84014",2,2.0,1140,"$439,900",0,439900,385.87719298245617,https://www.zillow.com/homedetails/65-W-Walton-Ln-Centerville-UT-84014/2061855863_zpid/
"210 E 300th St S, Salem, UT 84653",3,2.0,2058,"$449,900",0,449900,218.6103012633625,https://www.zillow.com/homedetails/210-E-300th-St-S-Salem-UT-84653/2067144760_zpid/
"5383 N Pinecone Rd #206, Midway, UT 84049",,,704,"$450,000",0,450000,639.2045454545455,https://www.zillow.com/homedetails/5383-N-Pinecone-Rd-206-Midway-UT-84049/2061653415_zpid/
"985 S 950 W #361, American Fork, UT 84003",3,3.0,1896,"$454,900",0,454900,239.92616033755274,https://www.zillow.com/homedetails/985-S-950-W-361-American-Fork-UT-84003/2061010669_zpid/
"1149 N Abbotsford Dr W, North Salt Lake, UT 84054",3,3.0,1770,"$455,000",0,455000,257.0621468926554,https://www.zillow.com/homedetails/1149-N-Abbotsford-Dr-W-North-Salt-Lake-UT-84054/2072620989_zpid/
"841 E 300th St N, American Fork, UT 84003",4,3.0,2052,"$474,900",0,474900,231.4327485380117,https://www.zillow.com/homedetails/841-E-300th-St-N-American-Fork-UT-84003/2061223794_zpid/
"3181 W 300 N, Clearfield, UT 84015",4,2.0,2350,"$475,000",0,475000,202.12765957446808,https://www.zillow.com/homedetails/3181-W-300-N-Clearfield-UT-84015/2071352553_zpid/
"682 E 70 S, Ephraim, UT 84627",3,2.0,3000,"$475,000",0,475000,158.33333333333334,https://www.zillow.com/homedetails/682-E-70-S-Ephraim-UT-84627/2062052307_zpid/
"1404 S Beaver Bench Rd #1305, Heber City, UT 84032",2,2.0,1165,"$476,000",0,476000,408.58369098712444,https://www.zillow.com/homedetails/1404-S-Beaver-Bench-Rd-1305-Heber-City-UT-84032/2061694549_zpid/
"1404 S Beaver Bench Rd, Heber, UT 84032",2,2.0,1165,"$476,000",0,476000,408.58369098712444,https://www.zillow.com/homedetails/1404-S-Beaver-Bench-Rd-Heber-UT-84032/245824165_zpid/
"396 W 300th St N, American Fork, UT 84003",3,1.0,2068,"$480,000",0,480000,232.1083172147002,https://www.zillow.com/homedetails/396-W-300th-St-N-American-Fork-UT-84003/2067184966_zpid/
"894 S 560 W, American Fork, UT 84003",4,4.0,2240,"$484,900",0,484900,216.47321428571428,https://www.zillow.com/homedetails/894-S-560-W-American-Fork-UT-84003/2061143503_zpid/
"1129 S Apricot Cir E, Grantsville, UT 84029",4,2.0,3188,"$485,500",0,485500,152.28983688833125,https://www.zillow.com/homedetails/1129-S-Apricot-Cir-E-Grantsville-UT-84029/2061441906_zpid/
"3355 E Golden Eagle Rd, Eagle Mountain, UT 84005",4,2.0,1836,"$489,000",0,489000,266.33986928104576,https://www.zillow.com/homedetails/3355-E-Golden-Eagle-Rd-Eagle-Mountain-UT-84005/2071478690_zpid/
"214 N 250 E LOT 7, Salem, UT 84653",4,3.0,2064,"$489,900",0,489900,237.3546511627907,https://www.zillow.com/homedetails/214-N-250-E-LOT-7-Salem-UT-84653/2061172495_zpid/
"337 E 460th St S, Lehi, UT 84043",5,3.0,2268,"$495,000",0,495000,218.25396825396825,https://www.zillow.com/homedetails/337-E-460th-St-S-Lehi-UT-84043/2067158252_zpid/
"526 W Lakeview Dr, Lehi, UT 84043",3,3.0,1638,"$495,000",0,495000,302.1978021978022,https://www.zillow.com/homedetails/526-W-Lakeview-Dr-Lehi-UT-84043/2067179891_zpid/
"Coral Plan, The Park",3,3.0,1830,"$495,950+",0,495950,271.0109289617486,https://www.zillow.com/community/park/2068815426_zpid/
"441 E 200th St S, Kaysville, UT 84037",3,2.0,2384,"$498,000",0,498000,208.89261744966444,https://www.zillow.com/homedetails/441-E-200th-St-S-Kaysville-UT-84037/2061186622_zpid/
"755 W 2180th St N, Lehi, UT 84043",4,3.0,1921,"$499,000",0,499000,259.76054138469544,https://www.zillow.com/homedetails/755-W-2180th-St-N-Lehi-UT-84043/2061266629_zpid/
"248 Piper Ln, Eagle Mountain, UT 84005",3,3.0,2696,"$500,000",0,500000,185.459940652819,https://www.zillow.com/homedetails/248-Piper-Ln-Eagle-Mountain-UT-84005/2061016012_zpid/
"248 Piper Ln #4, Eagle Mountain, UT 84005",3,3.0,2696,"$500,000",0,500000,185.459940652819,https://www.zillow.com/homedetails/248-Piper-Ln-4-Eagle-Mountain-UT-84005/2072195163_zpid/
"360 W Broadway UNIT 603, Salt Lake City, UT 84101",2,1.0,723,"$500,000",0,500000,691.5629322268327,https://www.zillow.com/homedetails/360-W-Broadway-UNIT-603-Salt-Lake-City-UT-84101/2061608507_zpid/
"11021 S Radicchio Dr W, South Jordan, UT 84009",3,2.0,1557,"$505,000",0,505000,324.3416827231856,https://www.zillow.com/homedetails/11021-S-Radicchio-Dr-W-South-Jordan-UT-84009/2071476615_zpid/
"2307 E 290 N, Tooele, UT 84074",3,2.0,2751,"$506,900",0,506900,184.26026899309343,https://www.zillow.com/homedetails/2307-E-290-N-Tooele-UT-84074/2061036586_zpid/
"1720 Temple St, Salt Lake City, UT 84115",3,2.0,1700,"$515,000",0,515000,302.94117647058823,https://www.zillow.com/homedetails/1720-Temple-St-Salt-Lake-City-UT-84115/2061011737_zpid/
"578 E 3450th St N, Lehi, UT 84043",3,3.0,3344,"$520,000",0,520000,155.5023923444976,https://www.zillow.com/homedetails/578-E-3450th-St-N-Lehi-UT-84043/2067150883_zpid/
"2981 Imperial St, Salt Lake City, UT 84106",3,3.0,2006,"$524,999",0,524999,261.7143569292124,https://www.zillow.com/homedetails/2981-Imperial-St-Salt-Lake-City-UT-84106/2061614707_zpid/
"5822 E Caribou Dr, Kamas, UT 84036",2,1.0,800,"$525,000",0,525000,656.25,https://www.zillow.com/homedetails/5822-E-Caribou-Dr-Kamas-UT-84036/2061182152_zpid/
"3507 S Bayview Dr W, Syracuse, UT 84075",4,3.0,1826,"$525,000",0,525000,287.51369112814893,https://www.zillow.com/homedetails/3507-S-Bayview-Dr-W-Syracuse-UT-84075/2068754363_zpid/
"745 S 900th Rd E, Orem, UT 84097",3,3.0,2436,"$527,900",0,527900,216.70771756978652,https://www.zillow.com/homedetails/745-S-900th-Rd-E-Orem-UT-84097/2072299606_zpid/
"156 Washington Ave, Salt Lake City, UT 84107",4,2.0,2096,"$535,000",0,535000,255.24809160305344,https://www.zillow.com/homedetails/156-Washington-Ave-Salt-Lake-City-UT-84107/2061303603_zpid/
"6783 E Spring Mountain Dr #27, Springville, UT 84663",2,1.0,1058,"$545,000",0,545000,515.1228733459358,https://www.zillow.com/homedetails/6783-E-Spring-Mountain-Dr-27-Springville-UT-84663/2061863797_zpid/
"497 W 300th St N, Springville, UT 84663",4,3.0,1878,"$549,000",0,549000,292.33226837060704,https://www.zillow.com/homedetails/497-W-300th-St-N-Springville-UT-84663/2061447504_zpid/
"3426 Willow Loop, Lehi, UT 84043",3,3.0,2564,"$549,900",0,549900,214.46957878315132,https://www.zillow.com/homedetails/3426-Willow-Loop-Lehi-UT-84043/2061018806_zpid/
"112 W Autumn Ln, Saratoga Springs, UT 84045",4,5.0,2502,"$549,900",0,549900,219.7841726618705,https://www.zillow.com/homedetails/112-W-Autumn-Ln-Saratoga-Springs-UT-84045/309896525_zpid/
"2816 2900 #523, Syracuse, UT 84075",4,3.0,2348,"$549,990",0,549990,234.23764906303236,https://www.zillow.com/homedetails/2816-2900-523-Syracuse-UT-84075/2061011145_zpid/
"901 Apple Ln, Pleasant Grove, UT 84062",5,3.0,3079,"$549,999",0,549999,178.62910035725886,https://www.zillow.com/homedetails/901-Apple-Ln-Pleasant-Grove-UT-84062/2062361677_zpid/
"714 N 300th St W, American Fork, UT 84003",6,4.0,2233,"$555,000",0,555000,248.54455888938648,https://www.zillow.com/homedetails/714-N-300th-St-W-American-Fork-UT-84003/2067332451_zpid/
"216 W 400 S, Orem, UT 84058",4,3.0,2805,"$560,000",0,560000,199.64349376114083,https://www.zillow.com/homedetails/216-W-400-S-Orem-UT-84058/2067161514_zpid/
"269 N A St, Salt Lake City, UT 84103",5,11.0,11801,"$12,950,000",12388833,561167,1097.3646301160918,https://www.zillow.com/homedetails/269-N-A-St-Salt-Lake-City-UT-84103/12718723_zpid/
"Helena Plan, The Park",3,3.0,1990,"$563,950+",0,563950,283.39195979899495,https://www.zillow.com/community/park/2068815423_zpid/
"2202 W 1040th St S, Lehi, UT 84043",4,2.0,2007,"$569,000",0,569000,283.5077229696064,https://www.zillow.com/homedetails/2202-W-1040th-St-S-Lehi-UT-84043/2067184242_zpid/
"986 W 1840 S, Syracuse, UT 84075",3,3.0,2266,"$569,900",0,569900,251.50044130626654,https://www.zillow.com/homedetails/986-W-1840-S-Syracuse-UT-84075/2061016399_zpid/
"1513 S Lake View Terrace Rd, Saratoga Springs, UT 84045",5,4.0,3585,"$575,000",0,575000,160.3905160390516,https://www.zillow.com/homedetails/1513-S-Lake-View-Terrace-Rd-Saratoga-Springs-UT-84045/122540945_zpid/
"483 W 200 N, Santaquin, UT 84655",4,4.0,2640,"$579,000",0,579000,219.3181818181818,https://www.zillow.com/homedetails/483-W-200-N-Santaquin-UT-84655/2061904601_zpid/
"1105 E Longview Dr, Kamas, UT 84036",,0.0,1,"$579,000",0,579000,579000.0,https://www.zillow.com/homedetails/1105-E-Longview-Dr-Kamas-UT-84036/2066042436_zpid/
"6861 N 2200 W APT 9X, Park City, UT 84098",2,2.0,1014,"$579,900",0,579900,571.8934911242603,https://www.zillow.com/homedetails/6861-N-2200-W-APT-9X-Park-City-UT-84098/68841446_zpid/
"3960 S Brian Cir, Coalville, UT 84017",3,2.0,1410,"$595,000",0,595000,421.98581560283685,https://www.zillow.com/homedetails/3960-S-Brian-Cir-Coalville-UT-84017/2062147481_zpid/
"1236 E Main St, Wellington, UT 84542",4,2.0,3134,"$599,000",0,599000,191.12954690491384,https://www.zillow.com/homedetails/1236-E-Main-St-Wellington-UT-84542/2076599005_zpid/
"1294 W Maple Pl, Coalville, UT 84017",3,2.0,2180,"$599,500",0,599500,275.0,https://www.zillow.com/homedetails/1294-W-Maple-Pl-Coalville-UT-84017/218318315_zpid/
"362 W Cimarron Ave S, Saratoga Springs, UT 84045",6,4.0,3121,"$599,900",0,599900,192.21403396347324,https://www.zillow.com/homedetails/362-W-Cimarron-Ave-S-Saratoga-Springs-UT-84045/2071410222_zpid/
"1669 N 2560th St W, Lehi, UT 84043",6,3.0,3411,"$599,900",0,599900,175.87217824684842,https://www.zillow.com/homedetails/1669-N-2560th-St-W-Lehi-UT-84043/2061205674_zpid/
"764 N Sunset Dr, Morgan, UT 84050",3,2.0,3102,"$600,000",0,600000,193.42359767891682,https://www.zillow.com/homedetails/764-N-Sunset-Dr-Morgan-UT-84050/2061866687_zpid/
"836 S 900 W, American Fork, UT 84003",3,3.0,1913,"$600,000",0,600000,313.64349189754313,https://www.zillow.com/homedetails/836-S-900-W-American-Fork-UT-84003/2067792702_zpid/
"186 White Pine Canyon Rd, Park City, UT 84060",6,10.0,9645,"$14,870,000",14258900,611100,1541.7314670813894,https://www.zillow.com/homedetails/186-White-Pine-Canyon-Rd-Park-City-UT-84060/111975875_zpid/
"5027 Woodacre Rd, West Jordan, UT 84081",6,3.0,3068,"$615,000",0,615000,200.45632333767927,https://www.zillow.com/homedetails/5027-Woodacre-Rd-West-Jordan-UT-84081/2061186870_zpid/
